Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"68","'250","France","1806","'F1806","Beef and Buffalo Meat","5417","Yield/Carcass Weight","1993","1993","hg/An","2730.000000","E"
"79","'276","Germany","1096","'02131","Horses","5111","Stocks","1976","1976","Head","411118.000000","A"
"68","'250","France","393","'01213","Cauliflowers and broccoli","5419","Yield","1974","1974","hg/ha","145008.000000","E"
"174","'620","Portugal","1735","'F1735","Vegetables Primary","5419","Yield","1976","1976","hg/ha","253167.000000","E"
"106","'380","Italy","490","'01323","Oranges","5510","Production","1981","1981","tonnes","1751600.000000","A"
"68","'250","France","677","'01659","Hop cones","5419","Yield","2006","2006","hg/ha","15227.000000","E"
"106","'380","Italy","568","'01229","Cantaloupes and other melons","5419","Yield","1977","1977","hg/ha","230191.000000","E"
"68","'250","France","397","'01232","Cucumbers and gherkins","5312","Area harvested","1977","1977","ha","2617.000000","A"
"79","'276","Germany","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","1969","1969","Head","46000.000000","E"
"203","'724","Spain","329","'0143","Cotton seed","5510","Production","1983","1983","tonnes","64000.000000","A"
"79","'276","Germany","901","'22251.01","Cheese from whole cow milk","5510","Production","2015","2015","tonnes","1450300.000000","A"
"174","'620","Portugal","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","1989","1989","hg/ha","301053.000000","T"
"174","'620","Portugal","777","'01929.02","True hemp, raw or retted","5510","Production","1991","1991","tonnes",,"M"
"79","'276","Germany","257","'2165","Palm oil","5510","Production","1974","1974","tonnes",,"M"
"68","'250","France","157","'01801","Sugar beet","5312","Area harvested","1965","1965","ha","395300.000000","A"
"68","'250","France","900","'22130.02","Whey, dry","5510","Production","1982","1982","tonnes","329000.000000","A"
"68","'250","France","976","'02122","Sheep","5111","Stocks","1986","1986","Head","12432458.000000","A"
"106","'380","Italy","888","'22110.02","Skim milk of cows","5510","Production","2009","2009","tonnes","3107116.000000","I"
"174","'620","Portugal","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1994","1994","Head","1108524.000000","A"
"174","'620","Portugal","1723","'F1723","Sugar Crops Primary","5419","Yield","2013","2013","hg/ha","343266.000000","E"
"79","'276","Germany","97","'01191","Triticale","5510","Production","2019","2019","tonnes","2194900.000000","A"
"174","'620","Portugal","544","'01354","Strawberries","5510","Production","1978","1978","tonnes","2300.000000","E"
"106","'380","Italy","328","'01921.01","Seed cotton, unginned","5419","Yield","1972","1972","hg/ha","6111.000000","T"
"106","'380","Italy","267","'01445","Sunflower seed","5312","Area harvested","2009","2009","ha","123800.000000","A"
"174","'620","Portugal","60","'21691.02","Oil of maize","5510","Production","1996","1996","tonnes","2600.000000","T"
"174","'620","Portugal","1069","'21122","Meat of ducks, fresh or chilled","5424","Yield/Carcass Weight","2020","2020","0.1g/An","25020.000000","E"
"68","'250","France","541","'01349.20","Other stone fruits","5419","Yield","2007","2007","hg/ha","87836.000000","E"
"174","'620","Portugal","280","'01446","Safflower seed","5510","Production","1984","1984","tonnes","1194.000000","A"
"203","'724","Spain","328","'01921.01","Seed cotton, unginned","5419","Yield","1989","1989","hg/ha","28038.000000","E"
"106","'380","Italy","1729","'F1729","Treenuts, Total","5419","Yield","2017","2017","hg/ha","17448.000000","E"
"68","'250","France","225","'01374","Hazelnuts, in shell","5510","Production","1998","1998","tonnes","3818.000000","A"
"174","'620","Portugal","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","1964","1964","ha","100.000000","E"
"203","'724","Spain","1017","'21116","Meat of goat, fresh or chilled","5510","Production","1991","1991","tonnes","16034.000000","A"
"79","'276","Germany","515","'01341","Apples","5510","Production","1968","1968","tonnes","1748000.000000","A"
"203","'724","Spain","773","'26190.01","Flax, processed but not spun","5510","Production","1965","1965","tonnes","601.000000","A"
"203","'724","Spain","149","'01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","5312","Area harvested","1999","1999","ha","410.000000","A"
"174","'620","Portugal","244","'2162","Groundnut oil","5510","Production","2006","2006","tonnes","706.520000","I"
"68","'250","France","463","'01290.90","Other vegetables, fresh n.e.c.","5510","Production","2000","2000","tonnes","806337.000000","A"
"174","'620","Portugal","1726","'F1726","Pulses, Total","5312","Area harvested","1979","1979","ha","339284.000000","E"
"203","'724","Spain","534","'01345","Peaches and nectarines","5312","Area harvested","1965","1965","ha","15500.000000","A"
"106","'380","Italy","157","'01801","Sugar beet","5510","Production","1989","1989","tonnes","16890704.000000","A"
"68","'250","France","89","'01192","Buckwheat","5312","Area harvested","2018","2018","ha",,"A"
"79","'276","Germany","397","'01232","Cucumbers and gherkins","5312","Area harvested","2016","2016","ha","2734.000000","A"
"203","'724","Spain","490","'01323","Oranges","5312","Area harvested","1969","1969","ha","113400.000000","A"
"79","'276","Germany","290","'21691.07","Oil of sesame seed","5510","Production","1969","1969","tonnes","3076.410000","I"
"203","'724","Spain","777","'01929.02","True hemp, raw or retted","5510","Production","1992","1992","tonnes","7215.000000","A"
"203","'724","Spain","577","'01314","Dates","5312","Area harvested","2016","2016","ha","501.000000","A"
"203","'724","Spain","201","'01704","Lentils, dry","5419","Yield","2002","2002","hg/ha","7557.000000","E"
"68","'250","France","176","'01701","Beans, dry","5510","Production","1973","1973","tonnes","32130.000000","A"
"68","'250","France","103","'01199.02","Mixed grain","5312","Area harvested","1985","1985","ha","120000.000000","A"
"79","'276","Germany","550","'01351.01","Currants","5312","Area harvested","2000","2000","ha","22220.000000","I"
"106","'380","Italy","976","'02122","Sheep","5111","Stocks","1999","1999","Head","10894000.000000","A"
"174","'620","Portugal","1723","'F1723","Sugar Crops Primary","5419","Yield","1999","1999","hg/ha","613790.000000","E"
"106","'380","Italy","260","'01450","Olives","5419","Yield","1989","1989","hg/ha","26860.000000","E"
"203","'724","Spain","211","'01709.90","Other pulses n.e.c.","5510","Production","1965","1965","tonnes","115844.000000","A"
"203","'724","Spain","201","'01704","Lentils, dry","5312","Area harvested","2001","2001","ha","27564.000000","A"
"106","'380","Italy","1182","'02910","Natural honey","5314","Prod Popultn","1964","1964","No","690000.000000","E"
"203","'724","Spain","567","'01221","Watermelons","5312","Area harvested","1971","1971","ha","17200.000000","A"
"203","'724","Spain","393","'01213","Cauliflowers and broccoli","5312","Area harvested","2006","2006","ha","25320.000000","A"
"68","'250","France","27","'0113","Rice","5510","Production","1979","1979","tonnes","30000.000000","A"
"68","'250","France","497","'01322","Lemons and limes","5419","Yield","1982","1982","hg/ha","64545.000000","I"
"68","'250","France","1062","'0231","Hen eggs in shell, fresh","5313","Laying","1990","1990","1000 Head","62300.000000","A"
"68","'250","France","339","'01449.90","Other oil seeds, n.e.c.","5510","Production","1980","1980","tonnes","88000.000000","E"
"68","'250","France","869","'21512","Cattle fat, unrendered","5510","Production","1991","1991","tonnes","109096.000000","I"
"79","'276","Germany","1183","'02960.01","Beeswax","5314","Prod Popultn","1988","1988","No","1818700.000000","E"
"174","'620","Portugal","987","'02941","Shorn wool, greasy, including fleece-washed shorn wool","5510","Production","1995","1995","tonnes","8998.000000","A"
"203","'724","Spain","979","'21514","Sheep fat, unrendered","5320","Producing Animals/Slaughtered","2007","2007","Head","17440400.000000","A"
"79","'276","Germany","222","'01376","Walnuts, in shell","5419","Yield","2015","2015","hg/ha","32374.000000","E"
"68","'250","France","97","'01191","Triticale","5419","Yield","2012","2012","hg/ha","55338.000000","E"
"203","'724","Spain","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5417","Yield/Carcass Weight","2003","2003","hg/An","2556.000000","E"
"68","'250","France","270","'01443","Rape or colza seed","5312","Area harvested","1992","1992","ha","685935.000000","A"
"174","'620","Portugal","122","'01530","Sweet potatoes","5510","Production","2004","2004","tonnes","24126.000000","I"
"106","'380","Italy","947","'21112","Meat of buffalo, fresh or chilled","5320","Producing Animals/Slaughtered","2001","2001","Head","5000.000000","A"
"106","'380","Italy","205","'01709.01","Vetches","5419","Yield","1979","1979","hg/ha","9802.000000","E"
"174","'620","Portugal","777","'01929.02","True hemp, raw or retted","5312","Area harvested","1992","1992","ha",,"M"
"174","'620","Portugal","1735","'F1735","Vegetables Primary","5312","Area harvested","1985","1985","ha","84260.000000","E"
"68","'250","France","406","'01252","Green garlic","5510","Production","1980","1980","tonnes","47342.000000","A"
"68","'250","France","336","'01449.02","Hempseed","5510","Production","2000","2000","tonnes",,"A"
"174","'620","Portugal","122","'01530","Sweet potatoes","5419","Yield","1965","1965","hg/ha","81250.000000","E"
"174","'620","Portugal","1807","'F1807","Sheep and Goat Meat","5320","Producing Animals/Slaughtered","2013","2013","Head","980838.000000","E"
"203","'724","Spain","116","'01510","Potatoes","5312","Area harvested","1996","1996","ha","181947.000000","A"
"68","'250","France","531","'01344.02","Cherries","5419","Yield","1997","1997","hg/ha","49642.000000","E"
"203","'724","Spain","549","'01351.02","Gooseberries","5312","Area harvested","1995","1995","ha","0.000000","I"
"174","'620","Portugal","1720","'F1720","Roots and Tubers, Total","5510","Production","1985","1985","tonnes","1263997.000000","E"
"203","'724","Spain","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5419","Yield","2004","2004","hg/ha","4196.000000","E"
"106","'380","Italy","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","1977","1977","hg/ha","234136.000000","E"
"203","'724","Spain","149","'01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","5510","Production","1966","1966","tonnes","2700.000000","A"
"106","'380","Italy","957","'02951.03","Raw hides and skins of buffaloes","5320","Producing Animals/Slaughtered","1967","1967","Head","3300.000000","E"
"68","'250","France","886","'22241.01","Butter of cow milk","5510","Production","1987","1987","tonnes","576000.000000","T"
"203","'724","Spain","677","'01659","Hop cones","5510","Production","1963","1963","tonnes","1169.000000","A"
"106","'380","Italy","1096","'02131","Horses","5111","Stocks","1984","1984","Head","253400.000000","A"
"79","'276","Germany","536","'01346","Plums and sloes","5419","Yield","2005","2005","hg/ha","87931.000000","E"
"203","'724","Spain","1021","'22254","Cheese from milk of goats, fresh or processed","5510","Production","1994","1994","tonnes","29000.000000","E"
"174","'620","Portugal","777","'01929.02","True hemp, raw or retted","5312","Area harvested","1973","1973","ha",,"M"
"79","'276","Germany","417","'01242","Peas, green","5312","Area harvested","1971","1971","ha","11905.000000","A"
"203","'724","Spain","1738","'F1738","Fruit Primary","5419","Yield","2005","2005","hg/ha","95705.000000","E"
"174","'620","Portugal","1062","'0231","Hen eggs in shell, fresh","5313","Laying","1966","1966","1000 Head","3400.000000","E"
"79","'276","Germany","393","'01213","Cauliflowers and broccoli","5312","Area harvested","1977","1977","ha","8480.000000","A"
"68","'250","France","894","'22221.01","Whole milk, evaporated","5510","Production","1989","1989","tonnes","41000.000000","A"
"203","'724","Spain","560","'01330","Grapes","5510","Production","1985","1985","tonnes","5450240.000000","A"
"79","'276","Germany","257","'2165","Palm oil","5510","Production","1992","1992","tonnes",,"M"
"106","'380","Italy","2029","'F2029","Poultry Birds","5112","Stocks","1986","1986","1000 Head","145600.000000","E"
"174","'620","Portugal","544","'01354","Strawberries","5419","Yield","1990","1990","hg/ha","31250.000000","T"
"174","'620","Portugal","497","'01322","Lemons and limes","5510","Production","2011","2011","tonnes","13132.000000","A"
"79","'276","Germany","60","'21691.02","Oil of maize","5510","Production","1974","1974","tonnes","21000.000000","T"
"106","'380","Italy","526","'01343","Apricots","5312","Area harvested","1998","1998","ha","14969.000000","A"
"79","'276","Germany","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5312","Area harvested","1965","1965","ha",,"M"
"106","'380","Italy","122","'01530","Sweet potatoes","5312","Area harvested","1995","1995","ha","597.000000","A"
"68","'250","France","399","'01233","Eggplants (aubergines)","5419","Yield","2018","2018","hg/ha","399875.000000","E"
"106","'380","Italy","901","'22251.01","Cheese from whole cow milk","5510","Production","1986","1986","tonnes","573732.000000","A"
"68","'250","France","15","'0111","Wheat","5510","Production","2006","2006","tonnes","35363563.000000","A"
"203","'724","Spain","773","'26190.01","Flax, processed but not spun","5312","Area harvested","2009","2009","ha","0.000000","A"
"106","'380","Italy","1806","'F1806","Beef and Buffalo Meat","5510","Production","1970","1970","tonnes","1076600.000000","E"
"203","'724","Spain","1806","'F1806","Beef and Buffalo Meat","5417","Yield/Carcass Weight","2004","2004","hg/An","2613.000000","E"
"203","'724","Spain","1068","'02154","Ducks","5112","Stocks","1986","1986","1000 Head","78.000000","A"
